itemID|demandPrediction
1|1
2|0
3|0
4|0
5|0
6|1
7|0
8|0
9|0
10|0
11|0
12|0
13|0
14|0
15|0
16|0
17|0
18|1
19|0
20|0
21|0
22|0
23|0
24|0
25|0
26|0
27|0
28|0
29|0
30|0
31|2
32|0
33|0
34|0
35|4
36|0
37|0
38|2
39|0
40|0
41|0
42|0
43|0
44|0
45|0
46|0
47|0
48|0
49|0
50|0
51|1
52|1
53|0
54|0
55|0
56|0
57|0
58|0
59|0
60|0
61|0
62|0
63|0
64|0
65|0
66|0
67|0
68|0
69|0
70|0
71|0
72|0
73|0
74|0
75|0
76|0
77|0
78|0
79|0
80|0
81|0
82|0
83|1
84|0
85|0
86|3
87|3
88|0
89|0
90|0
91|0
92|0
93|0
94|0
95|0
96|0
97|0
98|2
99|0
100|0
101|0
102|0
103|0
104|0
105|0
106|0
107|0
108|0
109|0
110|0
111|1
112|0
113|0
114|0
115|3
116|0
117|0
118|0
119|0
120|0
121|0
122|0
123|0
124|0
125|0
126|0
127|0
128|0
129|3
130|0
131|0
132|0
133|0
134|0
135|0
136|0
137|0
138|1
139|0
140|0
141|0
142|0
143|0
144|0
145|0
146|4
147|0
148|0
149|0
150|0
151|0
152|0
153|0
154|0
155|0
156|0
157|0
158|0
159|0
160|0
161|0
162|2
163|0
164|0
165|0
166|0
167|0
168|0
169|0
170|0
171|0
172|0
173|0
174|0
175|0
176|0
177|0
178|0
179|0
180|0
181|0
182|0
183|0
184|0
185|0
186|0
187|0
188|0
189|0
190|0
191|0
192|0
193|0
194|1
195|1
196|0
197|0
198|0
199|0
200|0
201|0
202|0
203|0
204|0
205|0
206|2
207|0
208|0
209|0
210|0
211|0
212|0
213|0
214|0
215|0
216|0
217|0
218|1
219|0
220|1
221|0
222|3
223|0
224|0
225|0
226|0
227|1
228|0
229|0
230|0
231|0
232|0
233|0
234|0
235|0
236|0
237|0
238|0
239|0
240|0
241|0
242|1
243|0
244|0
245|0
246|0
247|0
248|0
249|0
250|0
251|2
252|0
253|0
254|0
255|0
256|0
257|3
258|3
259|1
260|0
261|1
262|0
263|1
264|0
265|0
266|0
267|0
268|0
269|0
270|1
271|0
272|0
273|0
274|2
275|0
276|0
277|0
278|0
279|1
280|0
281|0
282|0
283|0
284|0
285|0
286|0
287|0
288|0
289|0
290|0
291|0
292|0
293|0
294|0
295|0
296|0
297|0
298|0
299|0
300|1
301|0
302|0
303|1
304|0
305|0
306|0
307|0
308|0
309|1
310|0
311|0
312|0
313|0
314|0
315|0
316|0
317|0
318|2
319|0
320|4
321|0
322|0
323|0
324|0
325|2
326|0
327|0
328|0
329|0
330|0
331|3
332|1
333|1
334|0
335|0
336|0
337|0
338|0
339|0
340|0
341|0
342|0
343|0
344|0
345|0
346|0
347|0
348|0
349|0
350|0
351|0
352|0
353|0
354|0
355|1
356|1
357|0
358|0
359|0
360|2
361|2
362|0
363|0
364|1
365|0
366|0
367|0
368|0
369|0
370|0
371|2
372|0
373|0
374|0
375|3
376|0
377|2
378|0
379|0
380|0
381|2
382|0
383|0
384|0
385|0
386|0
387|0
388|0
389|0
390|2
391|0
392|0
393|0
394|0
395|0
396|0
397|0
398|0
399|0
400|0
401|0
402|2
403|1
404|0
405|0
406|2
407|0
408|0
409|0
410|0
411|0
412|0
413|0
414|0
415|0
416|0
417|0
418|0
419|1
420|0
421|0
422|1
423|2
424|1
425|1
426|0
427|1
428|0
429|2
430|0
431|0
432|0
433|1
434|2
435|0
436|2
437|0
438|1
439|0
440|0
441|1
442|0
443|0
444|0
445|0
446|0
447|0
448|0
449|1
450|0
451|0
452|0
453|0
454|0
455|0
456|0
457|2
458|0
459|1
460|2
461|0
462|0
463|0
464|2
465|0
466|0
467|0
468|0
469|1
470|0
471|0
472|0
473|0
474|0
475|0
476|0
477|0
478|0
479|0
480|0
481|0
482|0
483|0
484|0
485|0
486|0
487|0
488|0
489|0
490|0
491|0
492|2
493|1
494|0
495|0
496|0
497|0
498|0
499|0
500|0
501|0
502|0
503|1
504|0
505|0
506|0
507|0
508|0
509|0
510|0
511|2
512|1
513|1
514|1
515|1
516|0
517|1
518|0
519|0
520|0
521|0
522|1
523|0
524|0
525|0
526|3
527|0
528|0
529|0
530|0
531|1
532|0
533|0
534|0
535|0
536|0
537|0
538|0
539|2
540|0
541|0
542|1
543|0
544|0
545|0
546|0
547|0
548|0
549|0
550|0
551|0
552|0
553|0
554|0
555|0
556|0
557|0
558|0
559|0
560|0
561|0
562|0
563|0
564|0
565|0
566|0
567|0
568|2
569|0
570|0
571|0
572|0
573|2
574|0
575|1
576|1
577|2
578|1
579|3
580|0
581|1
582|0
583|2
584|0
585|1
586|2
587|0
588|0
589|0
590|0
591|0
592|0
593|0
594|0
595|0
596|0
597|0
598|0
599|0
600|0
601|0
602|1
603|0
604|0
605|0
606|0
607|0
608|0
609|0
610|0
611|0
612|0
613|1
614|0
615|0
616|0
617|0
618|0
619|1
620|3
621|1
622|0
623|0
624|0
625|0
626|0
627|0
628|0
629|0
630|0
631|0
632|0
633|0
634|0
635|0
636|0
637|3
638|1
639|2
640|0
641|0
642|0
643|2
644|2
645|0
646|0
647|0
648|0
649|1
650|1
651|0
652|0
653|0
654|2
655|0
656|0
657|0
658|0
659|3
660|0
661|2
662|0
663|0
664|0
665|0
666|0
667|0
668|0
669|0
670|0
671|0
672|3
673|1
674|0
675|0
676|4
677|0
678|0
679|0
680|0
681|0
682|0
683|0
684|0
685|0
686|0
687|0
688|0
689|0
690|0
691|0
692|2
693|0
694|1
695|0
696|0
697|1
698|3
699|1
700|1
701|0
702|0
703|0
704|0
705|0
706|0
707|0
708|0
709|0
710|0
711|0
712|0
713|0
714|0
715|1
716|1
717|0
718|0
719|0
720|0
721|0
722|3
723|0
724|0
725|0
726|0
727|0
728|0
729|0
730|0
731|0
732|0
733|0
734|0
735|0
736|0
737|0
738|0
739|0
740|0
741|0
742|0
743|0
744|0
745|0
746|0
747|0
748|0
749|0
750|0
751|0
752|0
753|0
754|0
755|0
756|0
757|0
758|0
759|0
760|0
761|0
762|0
763|0
764|0
765|0
766|0
767|0
768|0
769|0
770|0
771|0
772|0
773|0
774|0
775|0
776|0
777|0
778|0
779|0
780|0
781|0
782|0
783|0
784|0
785|0
786|0
787|0
788|0
789|0
790|0
791|0
792|0
793|0
794|0
795|0
796|0
797|0
798|0
799|0
800|0
801|0
802|0
803|0
804|0
805|0
806|0
807|0
808|0
809|0
810|0
811|0
812|0
813|0
814|0
815|1
816|0
817|0
818|0
819|0
820|0
821|0
822|0
823|0
824|0
825|0
826|1
827|0
828|0
829|0
830|0
831|0
832|0
833|0
834|0
835|0
836|0
837|0
838|0
839|0
840|0
841|0
842|0
